Geneid,Tumor_SRR30510137,Tumor_SRR30510151,Tumor_SRR30510181,Normal_SRR28602760,Normal_SRR28602761,Normal_SRR28602767
ENSG00000240790,18,12,0,1,2,0
ENSG00000106348,1160,1641,1790,2078,1713,1218
ENSG00000241449,2,0,0,5,0,5
ENSG00000276538,7,23,0,9,3,9
ENSG00000106526,36,3,0,125,63,22
ENSG00000185274,482,1064,88,4971,2020,469
ENSG00000265878,0,0,0,0,0,0
ENSG00000283278,0,0,0,0,0,0
ENSG00000105993,25512,19445,6008,5511,4840,5821
ENSG00000234210,9,2,0,3,2,6
ENSG00000223872,2,0,0,3,2,0
ENSG00000233191,0,4,0,7,12,16
ENSG00000280266,0,0,0,2,2,0
ENSG00000155093,3131,2233,1915,9641,4326,2058
ENSG00000207960,0,0,0,0,0,0
ENSG00000222012,22,10,25,2,0,0
ENSG00000231515,0,0,0,0,0,0
ENSG00000233038,0,1,44,10,9,33
ENSG00000272839,0,0,0,0,0,7
ENSG00000285821,0,0,0,0,0,0
ENSG00000231980,0,0,0,0,0,0
ENSG00000289418,2,0,4,8,0,0
ENSG00000207637,0,0,0,0,0,0
ENSG00000225365,0,0,0,0,0,3
ENSG00000232715,0,4,0,0,0,0
ENSG00000265598,0,0,0,1,0,0
ENSG00000224324,20,0,2,0,0,0
ENSG00000198898,41995,24381,226907,2554,2216,3271
ENSG00000234456,7093,3117,1544,2501,5763,6221
ENSG00000214293,1866,1087,635,414,684,655
ENSG00000187391,1108,1484,657,4365,5537,7176
ENSG00000290871,301,94,26,33,40,37
ENSG00000278416,64,0,0,2,6,12
ENSG00000291151,396,167,64,526,674,615
ENSG00000291092,16,35,45,33,38,48
ENSG00000290099,0,0,0,2,0,1
ENSG00000289938,0,0,0,5,5,0
ENSG00000292271,0,0,0,0,0,0
ENSG00000066923,2058,1301,399,416,755,953
ENSG00000291122,1278,442,318,1482,3211,4500
ENSG00000292277,13,1,10,48,174,422
ENSG00000291178,333,236,354,274,323,309
ENSG00000290682,167,76,191,283,357,333
ENSG00000106012,750,1108,596,3049,2981,2704
ENSG00000188365,16,2,4,12,8,18
ENSG00000290091,37,14,52,54,96,62
ENSG00000272953,84,38,23,80,104,69
ENSG00000273084,478,219,188,76,56,21
ENSG00000155034,298,241,396,599,455,626
ENSG00000086232,16770,11778,6573,5020,6564,7404
ENSG00000240718,0,0,0,0,2,2
ENSG00000252929,0,0,7,0,0,0
ENSG00000231704,6,6,45,0,12,14
ENSG00000106346,2537,2243,1194,864,947,949
ENSG00000008256,2342,1574,1202,2290,2149,1826
ENSG00000006468,26627,10950,16966,1096,1258,696
ENSG00000136237,5,28,94,4713,15761,45887
ENSG00000197576,0,0,66,0,0,0
ENSG00000213783,0,0,0,0,0,0
ENSG00000236569,0,0,0,0,0,0
ENSG00000224322,0,0,0,0,0,0
ENSG00000279655,0,0,0,0,0,0
ENSG00000279429,0,0,0,0,0,0
ENSG00000228815,0,0,0,0,0,2
ENSG00000271117,0,0,0,0,0,0
ENSG00000122547,3882,856,1771,696,1572,1918
ENSG00000228770,0,0,0,0,0,0
ENSG00000229679,0,0,0,0,0,0
ENSG00000234457,4,2,2,0,0,3
ENSG00000260070,33,0,26,32,28,15
ENSG00000164542,1311,3514,400,700,439,455
ENSG00000201432,2,0,0,0,0,2
ENSG00000011426,9155,1904,1255,2581,19269,53671
ENSG00000237400,0,0,0,0,0,0
ENSG00000132436,3728,2310,558,449,606,586
ENSG00000290114,190,259,160,90,198,412
ENSG00000106258,438,238,195,349,335,367
ENSG00000199711,0,4,0,2,0,0
ENSG00000222966,0,0,0,1,0,0
ENSG00000160862,8,6,481,1539,3705,4157
ENSG00000286921,0,0,0,0,2,0
ENSG00000291148,10,10,0,2,5,13
ENSG00000214313,0,0,0,0,0,0
ENSG00000235713,0,0,0,0,0,0
ENSG00000286923,40,4,29,26,74,70
ENSG00000106261,20947,9777,4582,5152,11064,15063
ENSG00000166526,6915,2498,3376,856,1877,3189
ENSG00000170615,0,0,0,5,16,7
ENSG00000179144,0,0,92,520,614,745
ENSG00000243853,0,0,0,0,0,0
ENSG00000133574,147,0,673,919,1011,2518
ENSG00000271568,0,0,0,0,0,0
ENSG00000232361,0,0,0,0,0,0
ENSG00000133561,34,0,246,413,675,1262
ENSG00000270990,0,0,0,0,0,0
ENSG00000106565,185,12,1875,1122,1526,1805
ENSG00000289052,1,0,0,2,4,0
ENSG00000133612,1974,1841,1022,19863,14578,9197
ENSG00000290095,12,2,5,2,2,2
ENSG00000106648,2,0,0,264,112,36
ENSG00000157212,1787,672,434,253,397,498
ENSG00000201066,0,0,0,0,0,0
ENSG00000217825,0,0,0,0,0,0
ENSG00000287865,0,0,0,4,9,8
ENSG00000228521,0,0,0,0,0,0
ENSG00000278998,0,2,10,4,10,24
ENSG00000290007,0,0,0,0,4,0
ENSG00000289248,0,0,0,0,0,0
ENSG00000225612,0,0,0,0,2,4
ENSG00000009335,3903,2624,814,2549,2480,3518
ENSG00000224629,6,5,0,2,0,2
ENSG00000229660,0,0,0,0,0,4
ENSG00000241324,0,0,0,0,0,0
ENSG00000230268,0,36,0,6,0,0
ENSG00000213296,0,2,0,0,0,0
ENSG00000290873,205,106,241,184,229,273
ENSG00000166508,20342,6218,8125,1994,5963,8303
ENSG00000286214,299,224,69,17114,8030,2889
ENSG00000239021,0,0,10,0,0,0
ENSG00000226045,2,0,0,0,0,0
ENSG00000213265,0,2,0,0,0,0
ENSG00000287547,0,0,0,0,0,0
ENSG00000266265,0,0,0,0,0,0
ENSG00000231721,832,1063,849,4900,2239,1872
ENSG00000286380,0,2,19,0,0,2
ENSG00000105976,10,73,60082,1427,1034,1373
ENSG00000199940,0,0,0,1,0,0
ENSG00000183166,0,494,46,2078,1354,7537
ENSG00000201014,0,0,0,0,0,0
ENSG00000235581,0,0,0,1,2,0
ENSG00000122512,1463,1224,1028,758,1123,1016
ENSG00000289434,0,0,0,2,0,0
ENSG00000279078,58,48,47,10,19,4
ENSG00000128594,293,115,107,2326,1431,853
ENSG00000207588,2,0,0,0,1,0
ENSG00000292309,0,0,0,18,12,4
ENSG00000207705,0,0,0,0,0,0
ENSG00000174697,0,2,0,0,0,0
ENSG00000223561,16,0,6,97,79,36
ENSG00000239622,0,2,0,0,0,0
ENSG00000287096,0,0,0,6,3,0
ENSG00000290025,0,0,0,0,0,4
ENSG00000290106,0,0,8,0,0,0
ENSG00000270933,0,0,0,8,8,0
ENSG00000288962,0,0,0,0,0,0
ENSG00000289053,0,0,3,0,3,6
ENSG00000106617,3190,3239,429,3037,1711,1267
ENSG00000242048,2,0,0,0,2,0
ENSG00000239911,112,176,144,1573,844,214
ENSG00000212219,0,0,0,0,0,0
ENSG00000222941,0,0,0,0,0,0
ENSG00000227562,0,0,0,0,0,0
ENSG00000167393,0,0,0,0,0,0
ENSG00000225661,0,0,0,0,0,0
ENSG00000235039,0,0,0,0,0,0
ENSG00000286431,269,196,50,23,26,22
ENSG00000236120,167,4,291,51,79,348
ENSG00000238193,2,2,7,0,0,2
ENSG00000236188,2,0,0,0,0,1
ENSG00000228572,0,0,0,0,0,0
ENSG00000236513,0,0,0,0,0,0
ENSG00000234622,0,0,0,0,0,0
ENSG00000183943,4795,1775,1152,913,1410,2988
ENSG00000236017,0,0,0,0,0,0
ENSG00000225574,0,0,0,0,0,0
ENSG00000177504,0,0,0,1,0,2
ENSG00000231619,0,0,0,0,0,0
ENSG00000231216,0,0,0,0,0,0
ENSG00000225271,0,0,0,0,2,0
ENSG00000185291,0,0,0,0,0,0
ENSG00000182162,0,0,0,0,0,0
ENSG00000237730,0,0,0,0,0,0
ENSG00000226313,0,0,0,0,0,0
ENSG00000182888,0,0,0,0,0,2
ENSG00000215313,0,0,0,0,0,0
ENSG00000169100,0,0,0,0,0,0
ENSG00000237531,0,0,0,0,0,0
ENSG00000125363,0,2,0,1,2,0
ENSG00000196433,0,0,0,0,0,0
ENSG00000223571,0,0,0,0,0,0
ENSG00000226985,2,0,37,40,37,12
ENSG00000169084,0,0,0,0,0,0
ENSG00000146950,948,155,1277,1517,935,1063
ENSG00000231913,2,0,0,0,0,0
ENSG00000011201,4727,4102,1040,811,1048,521
ENSG00000169093,0,0,0,0,0,0
ENSG00000275194,0,4,0,0,0,0
ENSG00000223511,0,0,0,0,0,0
ENSG00000225722,0,0,0,0,0,0
ENSG00000177138,0,0,0,16,16,0
ENSG00000236871,0,0,0,0,0,0
ENSG00000004961,3621,2092,1467,784,580,520
ENSG00000226774,4,0,2,4,0,0
ENSG00000146938,7955,2316,1731,1780,951,571
ENSG00000285679,10,10,0,11,7,8
ENSG00000276467,0,0,0,0,0,0
ENSG00000232392,0,0,0,0,0,0
ENSG00000225384,0,0,0,0,0,0
ENSG00000183304,0,0,0,0,0,0
ENSG00000229012,0,0,0,0,0,0
ENSG00000285756,2816,673,523,319,207,105
ENSG00000235592,0,0,0,1,0,0
ENSG00000101955,518,245,3925,196,180,684
ENSG00000226179,0,0,0,0,0,0
ENSG00000283400,0,0,0,0,0,0
ENSG00000126010,8,0,54,5,0,2
ENSG00000283631,0,0,0,2,0,0
ENSG00000235211,2,4,0,0,0,0
ENSG00000177324,0,0,2,2,1,0
ENSG00000174028,569,229,86,42,30,33
ENSG00000225882,2,38,0,0,0,0
ENSG00000185638,0,0,0,0,1,0
ENSG00000236929,0,0,0,0,0,0
ENSG00000286724,127,34,51,109,156,370
ENSG00000223391,0,0,0,0,0,0
ENSG00000214031,0,0,0,0,0,0
ENSG00000147027,12807,8126,1823,3218,3297,840
ENSG00000233247,14,6,15,3,0,2
ENSG00000233007,0,0,0,0,0,0
ENSG00000225066,0,2,0,0,0,0
ENSG00000232370,0,0,0,0,1,0
ENSG00000219870,0,0,0,1,0,0
ENSG00000236072,0,0,0,4,4,0
ENSG00000235642,0,0,0,0,0,0
ENSG00000287171,0,0,0,1,2,0
ENSG00000185915,78,36,18,37,19,4
ENSG00000197976,0,0,0,0,0,0
ENSG00000091482,6,0,0,66,26,18
ENSG00000149970,4563,2558,167,3491,2020,537
ENSG00000036473,4,0,0,6,18,10
ENSG00000147041,108,12,170,631,566,73
ENSG00000234191,0,0,0,0,2,0
ENSG00000273704,0,0,0,0,0,0
ENSG00000235071,4,0,0,0,0,0
ENSG00000176812,0,0,0,0,0,0
ENSG00000224339,0,2,0,0,0,0
ENSG00000237782,0,0,0,0,0,0
ENSG00000234355,0,0,0,2,2,2
ENSG00000238178,0,2,2,6,1,0
ENSG00000233921,0,0,0,0,0,0
ENSG00000229384,2,0,0,2,0,0
ENSG00000285899,0,4,0,0,0,0
ENSG00000271136,0,2,0,0,0,0
ENSG00000235587,22,66,39,17,2,16
ENSG00000233571,0,0,0,0,0,0
ENSG00000224960,0,0,0,0,0,0
ENSG00000228610,0,0,0,0,0,0
ENSG00000227988,0,0,0,0,0,0
ENSG00000213997,4,4,6,0,0,0
ENSG00000173698,58,11,101,87,18,18
ENSG00000131831,393,137,74,753,510,154
ENSG00000286306,0,0,0,0,0,0
ENSG00000229735,0,0,2,0,0,0
ENSG00000214019,38,22,0,2,2,2
ENSG00000242021,0,0,73,1,2,0
ENSG00000047230,4024,1632,1394,756,1475,1863
ENSG00000237661,0,0,0,0,0,0
ENSG00000228232,181,335,394,63,51,35
ENSG00000169906,1,0,8,0,2,0
ENSG00000270499,0,0,0,0,4,2
ENSG00000229491,0,0,0,11,38,63
ENSG00000220132,0,0,0,0,0,0
ENSG00000229347,0,0,0,0,0,0
ENSG00000187516,0,0,0,0,0,0
ENSG00000197582,10,29,183,532,514,1579
ENSG00000102218,7288,2459,1395,135,194,482
ENSG00000241607,0,0,0,0,0,0
ENSG00000012174,5508,4502,1054,490,802,1344
ENSG00000233810,0,0,0,0,0,0
ENSG00000174678,0,0,0,8,0,0
ENSG00000230227,0,0,0,0,0,0
ENSG00000182798,6,0,16,10,4,0
ENSG00000229310,0,0,0,0,0,0
ENSG00000228933,0,0,218,2,0,0
ENSG00000232834,0,0,0,0,0,0
ENSG00000235685,0,0,0,0,0,0
ENSG00000233663,0,0,0,0,0,0
ENSG00000259977,3,0,25,0,3,0
ENSG00000189132,0,0,0,0,0,0
ENSG00000102098,2533,2056,230,128,126,104
ENSG00000215286,0,0,0,0,0,0
ENSG00000231235,0,2,0,0,0,0
ENSG00000226048,0,0,0,0,0,0
ENSG00000181977,0,0,0,0,0,0
ENSG00000228827,0,0,0,2,0,0
ENSG00000271088,0,0,0,0,0,0
ENSG00000158526,4562,3213,2126,5619,9172,7743
ENSG00000231750,0,0,0,0,0,0
ENSG00000233880,0,0,0,0,0,0
ENSG00000183690,334,277,36,164,183,63
ENSG00000229563,0,0,0,0,0,0
ENSG00000238190,0,2,0,0,0,0
ENSG00000180182,4758,2434,1184,2000,3688,4730
ENSG00000147119,667,355,1027,589,378,311
ENSG00000204915,0,0,0,0,0,0
ENSG00000233543,0,0,0,0,0,0
ENSG00000289084,5,0,13,4,5,0
ENSG00000273820,30,42,18,638,442,196
ENSG00000230039,2,0,0,0,0,0
ENSG00000171365,517,403,274,469,454,366
ENSG00000184735,0,0,0,2,2,0
ENSG00000283380,36,30,0,13,11,2
ENSG00000275681,0,0,0,0,0,0
ENSG00000276474,0,0,0,0,0,2
ENSG00000237528,2,0,0,0,0,0
ENSG00000269902,4,0,0,2,2,0
ENSG00000215284,14,2,2,0,4,0
ENSG00000233807,0,0,0,0,0,0
ENSG00000238247,0,0,0,0,2,4
ENSG00000219186,0,0,2,15,28,44
ENSG00000287767,2,0,0,0,0,0
ENSG00000177689,0,0,0,0,0,0
ENSG00000228345,0,0,0,0,0,0
ENSG00000276689,0,0,0,0,0,0
ENSG00000271519,2,0,0,0,0,0
ENSG00000224556,0,0,0,0,0,0
ENSG00000232951,0,0,0,0,0,4
ENSG00000231772,0,0,0,0,0,0
ENSG00000227493,0,0,0,0,0,0
ENSG00000102313,2,4,0,0,0,0
ENSG00000165186,427,114,232,1082,512,192
ENSG00000169895,6534,3030,2744,1510,2113,2565
ENSG00000102043,179,105,10,11,14,22
ENSG00000237311,0,0,0,0,0,0
ENSG00000214282,0,0,0,0,0,0
ENSG00000234570,0,0,0,0,0,0
ENSG00000277516,0,0,0,0,0,0
ENSG00000008086,947,1954,76,3404,2376,3010
ENSG00000287215,2,1,0,102,41,4
ENSG00000196368,5959,6975,1215,3698,725,206
ENSG00000165164,24,8,0,146,103,38
ENSG00000236852,16,6,0,2,0,6
ENSG00000229731,0,0,0,0,0,0
ENSG00000237926,2,0,0,2,0,0
ENSG00000268994,0,0,0,0,0,0
ENSG00000124479,2741,1164,1132,1026,1346,1888
ENSG00000230797,52,40,23,17,21,33
ENSG00000230926,0,0,0,0,0,0
ENSG00000233833,4,0,0,2,0,0
ENSG00000227261,0,0,0,0,0,0
ENSG00000165169,2400,2365,207,2673,1902,1317
ENSG00000277499,0,0,0,0,0,0
ENSG00000147081,0,0,0,0,0,0
ENSG00000069535,1494,46,5028,5939,4720,3195
ENSG00000225664,0,0,0,0,0,0
ENSG00000213754,13,0,0,6,8,14
ENSG00000155659,234,0,17337,1086,2131,10094
ENSG00000229168,4,5,14,0,0,0
ENSG00000102221,1247,460,733,344,407,1664
ENSG00000189299,0,0,0,0,0,0
ENSG00000065923,997,1467,770,4047,1635,462
ENSG00000232794,2,2,2,0,0,0
ENSG00000217835,8,13,2,0,0,0
ENSG00000231944,4,2,0,0,0,0
ENSG00000187601,5676,6028,3098,2644,3199,4123
ENSG00000230844,1103,533,883,182,250,263
ENSG00000270280,0,0,0,0,0,0
ENSG00000274588,130,6,0,22,14,38
ENSG00000215162,0,0,0,18,6,2
ENSG00000236276,12,0,2,6,9,6
ENSG00000283737,0,0,0,0,0,0
ENSG00000233661,7,8,0,0,1,1
ENSG00000087842,3586,585,292,1030,1490,2657
ENSG00000234135,0,0,0,0,0,0
ENSG00000235136,0,0,0,0,0,0
ENSG00000226199,0,0,0,0,0,0
ENSG00000131080,2710,2350,227,74,359,481
ENSG00000283349,0,0,0,0,0,0
ENSG00000173198,10,2,61,24,38,108
ENSG00000182220,26678,18382,9810,9188,8622,8335
ENSG00000147100,3923,2881,1326,1604,1269,833
ENSG00000204904,0,2,13,0,0,10
ENSG00000232186,331,186,27,48,68,60
ENSG00000213684,10,7,0,0,3,2
ENSG00000214745,4,2,0,0,0,0
ENSG00000235170,0,0,0,0,0,0
ENSG00000231831,16,10,8,6,4,1
ENSG00000230311,4,6,2,0,0,0
ENSG00000102302,412,293,151,305,247,127
ENSG00000226502,0,0,0,0,0,0
ENSG00000283546,0,0,0,0,0,0
ENSG00000102316,41225,26652,13344,7886,9279,6367
ENSG00000250349,0,0,0,0,0,0
ENSG00000102349,544,240,80,505,355,172
ENSG00000223707,0,0,0,0,0,0
ENSG00000230247,0,0,0,0,0,0
ENSG00000230665,10,0,0,0,0,0
ENSG00000276897,0,0,0,0,0,0
ENSG00000225715,4,4,0,0,0,0
ENSG00000237089,0,0,0,0,0,0
ENSG00000271693,0,0,0,0,0,0
ENSG00000155622,0,0,0,2,2,0
ENSG00000223574,0,0,0,0,0,0
ENSG00000233063,2,0,0,3,0,0
ENSG00000196468,2,8,0,8,4,0
ENSG00000232168,0,0,0,0,0,0
ENSG00000237252,0,0,0,0,0,0
ENSG00000147183,0,0,0,0,0,0
ENSG00000224755,0,0,0,0,0,0
ENSG00000147099,1579,836,548,1098,1131,705
ENSG00000094841,2237,1306,963,619,519,622
ENSG00000227521,0,0,0,0,0,0
ENSG00000226484,0,0,0,0,0,1
ENSG00000232576,0,0,0,0,0,0
ENSG00000237211,0,0,0,0,0,0
ENSG00000274022,2,9,0,0,0,0
ENSG00000230317,10,8,0,65,41,6
ENSG00000234390,175,98,175,66,65,58
ENSG00000228182,0,0,0,0,0,0
ENSG00000165259,2942,1149,607,250,274,254
ENSG00000236988,0,0,0,0,0,0
ENSG00000223467,6,4,0,0,3,0
ENSG00000270268,0,0,0,0,0,0
ENSG00000236365,0,4,0,0,0,0
ENSG00000235061,0,0,0,0,0,0
ENSG00000231706,0,0,0,0,0,0
ENSG00000234766,4,4,0,31,14,2
ENSG00000204118,8,2,0,54,80,203
ENSG00000229667,0,2,0,0,0,0
ENSG00000174740,1232,319,1126,94,150,315
ENSG00000186288,0,2,0,303,124,52
ENSG00000224065,0,0,0,0,0,0
ENSG00000174225,2,4,0,8,7,1
ENSG00000213704,0,0,0,0,0,0
ENSG00000165288,697,472,267,575,928,1132
ENSG00000271290,0,0,0,0,0,0
ENSG00000237506,15,10,30,2,8,11
ENSG00000287223,0,0,0,0,2,0
ENSG00000229132,23,14,16,2,8,16
ENSG00000230889,0,0,0,0,4,0
ENSG00000158813,89,55,2,35,96,151
ENSG00000188419,1935,1405,358,1476,959,1117
ENSG00000227581,4,0,0,0,0,0
ENSG00000231206,6,4,10,0,0,0
ENSG00000288059,2,4,0,37,11,2
ENSG00000271433,0,0,0,0,0,0
ENSG00000215105,3724,2769,453,326,319,548
ENSG00000236185,0,0,0,0,0,0
ENSG00000231478,0,0,0,0,0,0
ENSG00000232069,0,0,0,0,0,0
ENSG00000280870,115,31,108,68,151,279
ENSG00000270308,0,0,0,0,0,0
ENSG00000225536,4,10,0,0,0,2
ENSG00000232842,14,26,32,7,0,20
ENSG00000229946,0,0,0,0,0,0
ENSG00000231875,8,0,0,6,6,5
ENSG00000124429,13,2,0,4,4,2
ENSG00000102271,2604,373,2067,596,1754,4196
ENSG00000213698,0,0,0,0,0,2
ENSG00000073905,10,23,14,6,2,6
ENSG00000236243,2,0,0,0,0,0
ENSG00000228051,0,0,0,0,0,2
ENSG00000229594,0,0,0,0,0,0
ENSG00000220925,4,4,3,2,2,2
ENSG00000122824,3135,2944,364,1590,521,142
ENSG00000270826,0,0,0,0,0,0
ENSG00000271322,0,0,0,0,0,0
ENSG00000276892,0,0,0,0,0,0
ENSG00000213695,2,4,2,9,10,4
ENSG00000226753,4,0,0,0,0,0
ENSG00000271205,0,0,0,0,0,0
ENSG00000198934,348,280,183,4108,2141,690
ENSG00000232735,0,0,0,0,0,0
ENSG00000271094,0,0,0,0,0,0
ENSG00000229661,4,2,0,0,0,4
ENSG00000274398,0,0,0,0,0,0
ENSG00000232293,0,0,0,0,0,0
ENSG00000230592,0,0,5,0,2,0
ENSG00000270745,0,0,0,0,0,0
ENSG00000102390,4242,2029,944,526,587,750
ENSG00000206062,0,0,0,0,0,0
ENSG00000271157,0,0,0,0,0,0
ENSG00000271056,0,0,0,0,0,0
ENSG00000236256,10,9,3,0,0,2
ENSG00000230478,0,4,0,0,0,0
ENSG00000227434,0,2,0,0,0,0
ENSG00000179300,0,0,0,2,2,0
ENSG00000236870,0,0,0,0,0,0
ENSG00000224775,2,0,0,6,0,4
ENSG00000286523,0,0,4,12,12,4
ENSG00000230275,0,0,0,0,0,0
ENSG00000226081,0,0,0,0,0,0
ENSG00000233446,0,0,0,0,0,0
ENSG00000225012,0,0,0,0,0,0
ENSG00000122145,31,0,8,0,2,0
ENSG00000153779,0,0,0,0,0,0
ENSG00000234322,10,6,2,4,2,0
ENSG00000232267,2,4,0,0,0,0
ENSG00000215089,2,2,0,0,0,0
ENSG00000204272,4235,4056,2151,1093,1037,1571
ENSG00000234889,0,0,0,0,0,0
ENSG00000237873,0,0,0,0,0,0
ENSG00000225025,0,0,0,0,2,0
ENSG00000270759,0,0,0,0,0,0
ENSG00000226837,0,0,0,1,0,0
ENSG00000131171,29474,12989,4229,6665,7789,9551
ENSG00000231144,0,0,0,0,0,0
ENSG00000215085,0,0,0,0,0,0
ENSG00000236190,0,0,0,0,0,0
ENSG00000235447,17,12,0,33,59,88
ENSG00000224523,4,0,0,1,3,0
ENSG00000279437,22,4,2,2,3,0
ENSG00000182574,3,4,0,2,4,6
ENSG00000228612,0,20,2,0,0,0
ENSG00000228847,6,0,0,2,0,0
ENSG00000188917,1550,733,664,352,338,417
ENSG00000271209,0,0,0,0,2,0
ENSG00000237014,0,0,0,0,0,0
ENSG00000234039,0,0,0,0,0,0
ENSG00000203262,0,2,0,0,0,0
ENSG00000226010,0,0,0,0,0,2
ENSG00000170925,0,0,0,0,0,0
ENSG00000282914,0,0,0,0,0,0
ENSG00000226307,0,0,0,0,0,0
ENSG00000226119,0,0,0,0,0,0
ENSG00000234702,4,0,0,0,0,0
ENSG00000215070,2,0,0,0,0,0
ENSG00000237748,0,0,0,4,6,2
ENSG00000186675,389,6,471,90,28,18
ENSG00000215102,4,0,6,0,0,0
ENSG00000213740,16,12,10,2,0,6
ENSG00000231001,0,0,0,0,0,0
ENSG00000238222,2,8,0,0,2,0
ENSG00000237381,0,0,0,0,0,0
ENSG00000268104,0,0,0,3,1,0
ENSG00000286077,0,0,0,0,0,0
ENSG00000047597,6,145,0,857,250,93
ENSG00000234636,53,0,72,30,20,16
ENSG00000227657,0,0,0,0,0,0
ENSG00000229090,0,2,0,0,0,0
ENSG00000270446,0,0,0,0,0,0
ENSG00000228519,78,48,59,1,10,6
ENSG00000187690,2,4,0,20,22,5
ENSG00000215174,2,0,0,12,8,12
ENSG00000234130,8,8,2,0,0,0
ENSG00000047648,45,60,325,689,419,313
ENSG00000230105,91,109,20,2,0,2
ENSG00000228004,0,0,0,0,0,0
ENSG00000198414,2,0,0,0,0,0
ENSG00000226854,0,0,0,0,2,0
ENSG00000270456,0,0,0,0,0,0
ENSG00000224054,0,0,0,0,0,0
ENSG00000286977,97,107,13,349,531,309
ENSG00000270583,0,0,0,0,0,0
ENSG00000233887,0,0,0,0,2,0
ENSG00000101844,1152,1607,406,354,629,719
ENSG00000147160,0,0,0,0,4,0
ENSG00000101843,9123,5789,2389,2366,3260,3888
ENSG00000285445,0,0,0,0,0,0
ENSG00000271457,0,0,0,0,0,0
ENSG00000130224,1441,1094,275,765,725,797
ENSG00000274374,0,2,0,0,2,2
ENSG00000069509,3222,1672,1046,1557,1363,1116
ENSG00000224294,0,4,0,0,0,0
ENSG00000147082,42,96,11,64,155,343
ENSG00000235239,0,0,0,0,0,0
ENSG00000277883,0,0,0,18,14,6
ENSG00000270678,0,0,0,0,0,0
ENSG00000196767,1349,51,28,228,134,95
ENSG00000228780,0,0,0,0,0,0
ENSG00000228041,0,0,0,0,0,0
ENSG00000284618,0,0,0,4,2,1
ENSG00000230543,0,0,0,0,2,0
ENSG00000283594,0,0,0,0,0,0
ENSG00000078589,2,0,0,2,2,0
ENSG00000213498,1,0,0,4,4,1
ENSG00000235124,0,0,0,0,0,0
ENSG00000230973,0,0,0,0,0,0
ENSG00000147121,2306,1670,1396,1438,1354,1151
ENSG00000090776,4706,2889,1737,797,707,608
ENSG00000213100,0,0,0,0,0,2
ENSG00000227427,0,0,0,0,0,0
ENSG00000226579,0,0,0,0,0,0
ENSG00000226725,0,0,0,0,0,0
ENSG00000270493,0,0,0,0,0,0
ENSG00000102055,0,0,0,0,0,0
ENSG00000231765,0,0,0,0,0,1
ENSG00000183035,0,0,0,0,0,3
ENSG00000224072,12,8,0,8,44,26
ENSG00000230159,0,0,0,0,0,0
ENSG00000147223,0,0,0,2,6,3
ENSG00000225957,0,0,0,0,1,0
ENSG00000235382,0,0,0,0,0,0
ENSG00000215197,0,0,0,0,0,0
ENSG00000215035,0,2,0,0,0,0
ENSG00000270791,0,0,0,2,0,2
ENSG00000234901,0,0,0,0,0,0
ENSG00000285944,0,0,0,0,0,0
ENSG00000271154,0,0,0,0,0,0
ENSG00000185753,1759,1438,738,609,977,1223
ENSG00000235656,2,0,0,0,0,0
ENSG00000286072,0,2,0,0,0,4
ENSG00000215093,6,2,0,0,0,0
ENSG00000235196,0,0,0,0,0,0
ENSG00000172186,2,4,0,0,0,0
ENSG00000232332,2,2,19,2,0,0
ENSG00000225728,0,0,0,0,0,0
ENSG00000230706,0,0,0,0,0,0
ENSG00000235735,0,0,0,0,0,0
ENSG00000260585,4,0,0,6,0,2
ENSG00000228450,0,0,0,0,0,0
ENSG00000237206,0,0,0,0,2,0
ENSG00000226372,4,8,24,2,0,0
ENSG00000286163,4,0,0,4,4,2
ENSG00000213653,0,0,0,0,0,0
ENSG00000234613,0,0,0,0,0,0
ENSG00000226881,4,0,0,2,0,0
ENSG00000277673,0,0,0,0,0,0
ENSG00000236735,0,2,1,0,2,2
ENSG00000186767,1963,1151,764,158,133,224
ENSG00000214018,15,42,0,2,6,4
ENSG00000214009,2,0,0,2,0,0
ENSG00000233403,2,0,0,2,1,2
ENSG00000228301,0,0,0,0,0,0
ENSG00000230916,6,8,0,29,16,7
ENSG00000224217,2,0,0,0,0,0
ENSG00000198354,130,147,54,147,56,12
ENSG00000286060,0,18,0,2,0,2
ENSG00000236042,0,0,0,0,0,0
ENSG00000234463,0,0,0,0,0,0
ENSG00000237752,0,0,0,0,0,0
ENSG00000270736,0,0,0,0,0,0
ENSG00000189401,0,0,0,0,0,0
ENSG00000237891,0,0,0,0,0,0
ENSG00000125676,22591,13048,3017,2078,3158,3280
ENSG00000204271,4107,3574,1003,2042,1747,1296
ENSG00000230538,2,0,2,0,0,0
ENSG00000234404,0,0,0,0,0,0
ENSG00000223772,2,0,0,0,0,0
ENSG00000225949,0,0,0,0,0,0
ENSG00000078596,214,279,50,3669,4540,4028
ENSG00000230956,0,2,2,0,0,0
ENSG00000235425,0,0,0,0,0,0
ENSG00000233433,0,0,0,0,6,0
ENSG00000102021,0,0,0,0,0,1
ENSG00000227234,0,0,0,0,0,6
ENSG00000234176,12,14,34,2,2,6
ENSG00000271021,0,2,0,0,3,4
ENSG00000225912,0,2,1,0,2,4
ENSG00000270619,1,0,0,0,0,0
ENSG00000224701,0,2,0,0,0,0
ENSG00000274901,0,0,0,0,0,0
ENSG00000280142,0,0,0,0,0,0
ENSG00000046774,0,0,0,0,0,2
ENSG00000233243,0,0,0,0,0,0
