source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0010647,positive regulation of cell communication,2.9477756294122327e-08,True,"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1783,3737,424,21017,0.11345999464811346,0.23780145821648907,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048522']"
REAC,REAC:R-HSA-1640170,Cell Cycle,3.9907278642329824e-08,True,Cell Cycle,677,2256,209,10916,0.09264184397163121,0.3087149187592319,query_1,['REAC:0000000']
GO:BP,GO:1902531,regulation of intracellular signal transduction,4.1212452390896795e-08,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1935,3737,454,21017,0.1214878244581215,0.234625322997416,query_1,"['GO:0009966', 'GO:0035556']"
GO:BP,GO:0007417,central nervous system development,4.6652804947489835e-08,True,"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]",1038,3737,268,21017,0.07171527963607172,0.2581888246628131,query_1,"['GO:0007399', 'GO:0048731']"
GO:BP,GO:0006793,phosphorus metabolic process,4.777496136890399e-08,True,"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus."" [GOC:ai]",2553,3737,577,21017,0.1544019266791544,0.22600861731296515,query_1,['GO:0008152']
GO:BP,GO:0007155,cell adhesion,5.0497569189938375e-08,True,"""The attachment of a cell, either to another cell or to an underlying substrate such as the extracellular matrix, via cell adhesion molecules."" [GOC:hb, GOC:pf]",1511,3737,367,21017,0.0982071180090982,0.242885506287227,query_1,['GO:0009987']
GO:BP,GO:0000075,cell cycle checkpoint signaling,5.35971048719968e-08,True,"""A signaling process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction."" [GOC:mtg_cell_cycle]",196,3737,74,21017,0.019801980198019802,0.37755102040816324,query_1,"['GO:0035556', 'GO:1901988']"
GO:BP,GO:0000280,nuclear division,5.5080156920421375e-08,True,"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]",450,3737,137,21017,0.03666042279903666,0.30444444444444446,query_1,['GO:0048285']
REAC,REAC:R-HSA-162582,Signal Transduction,5.5797419613046625e-08,True,Signal Transduction,2548,2256,643,10916,0.2850177304964539,0.2523547880690738,query_1,['REAC:0000000']
GO:BP,GO:0051093,negative regulation of developmental process,5.6597150914874266e-08,True,"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",928,3737,244,21017,0.06529301578806529,0.2629310344827586,query_1,"['GO:0032502', 'GO:0048519', 'GO:0050793']"
GO:BP,GO:0042063,gliogenesis,6.008086927637794e-08,True,"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]",346,3737,112,21017,0.02997056462402997,0.3236994219653179,query_1,['GO:0022008']
GO:BP,GO:0045786,negative regulation of cell cycle,6.806195357931087e-08,True,"""Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",388,3737,122,21017,0.032646507894032645,0.31443298969072164,query_1,"['GO:0007049', 'GO:0048523', 'GO:0051726']"
GO:BP,GO:0023056,positive regulation of signaling,7.251253716551534e-08,True,"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1784,3737,422,21017,0.11292480599411292,0.2365470852017937,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048518']"
GO:BP,GO:0006796,phosphate-containing compound metabolic process,7.833979910033311e-08,True,"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]",2550,3737,575,21017,0.15386673802515385,0.22549019607843138,query_1,['GO:0006793']
GO:BP,GO:0070887,cellular response to chemical stimulus,1.0313404463840547e-07,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]",2186,3737,502,21017,0.13433235215413433,0.22964318389752975,query_1,"['GO:0042221', 'GO:0051716']"
GO:BP,GO:0000070,mitotic sister chromatid segregation,1.0784715937379459e-07,True,"""The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the mitotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner. One homolog of each morphologic type goes into each of the resulting chromosome sets."" [GOC:ai, GOC:jl]",191,3737,72,21017,0.019266791544019266,0.3769633507853403,query_1,"['GO:0000819', 'GO:0140014', 'GO:1903047']"
GO:BP,GO:1901990,regulation of mitotic cell cycle phase transition,1.1884317785295878e-07,True,"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",333,3737,108,21017,0.028900187316028902,0.32432432432432434,query_1,"['GO:0007346', 'GO:0044772', 'GO:1901987']"
GO:BP,GO:0009893,positive regulation of metabolic process,1.3028630486396847e-07,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3648,3737,787,21017,0.21059673534921058,0.21573464912280702,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048522']"
GO:BP,GO:0010948,negative regulation of cell cycle process,1.325166953649943e-07,True,"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",301,3737,100,21017,0.02675943270002676,0.33222591362126247,query_1,"['GO:0010564', 'GO:0022402', 'GO:0045786']"
GO:BP,GO:0009719,response to endogenous stimulus,2.0189640006479163e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]",1478,3737,357,21017,0.09553117473909553,0.24154262516914748,query_1,['GO:0050896']
GO:BP,GO:0003013,circulatory system process,2.0239158473441825e-07,True,"""A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]",593,3737,168,21017,0.04495584693604496,0.28330522765598654,query_1,['GO:0003008']
GO:BP,GO:1901988,negative regulation of cell cycle phase transition,2.046878130584324e-07,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",259,3737,89,21017,0.023815895103023815,0.3436293436293436,query_1,"['GO:0010948', 'GO:0044770', 'GO:1901987']"
GO:BP,GO:0006260,DNA replication,2.0937712412116262e-07,True,"""The cellular metabolic process in which a cell duplicates one or more molecules of DNA. DNA replication begins when specific sequences, known as origins of replication, are recognized and bound by the origin recognition complex, and ends when the original DNA molecule has been completely duplicated and the copies topologically separated. The unit of replication usually corresponds to the genome of the cell, an organelle, or a virus. The template for replication can either be an existing DNA molecule or RNA."" [GOC:mah]",283,3737,95,21017,0.025421461065025422,0.33568904593639576,query_1,['GO:0006259']
GO:BP,GO:0030029,actin filament-based process,2.2529726119480151e-07,True,"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]",806,3737,215,21017,0.05753278030505753,0.2667493796526055,query_1,['GO:0009987']
GO:BP,GO:0098813,nuclear chromosome segregation,2.348186428529011e-07,True,"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]",320,3737,104,21017,0.02782981000802783,0.325,query_1,['GO:0007059']
GO:BP,GO:0007093,mitotic cell cycle checkpoint signaling,2.3733558961007235e-07,True,"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]",146,3737,59,21017,0.01578806529301579,0.4041095890410959,query_1,"['GO:0000075', 'GO:0045930', 'GO:1903047']"
GO:BP,GO:0048598,embryonic morphogenesis,2.601350503803273e-07,True,"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]",617,3737,173,21017,0.046293818571046294,0.28038897893030795,query_1,"['GO:0009653', 'GO:0009790']"
GO:BP,GO:0045930,negative regulation of mitotic cell cycle,2.9120465825102845e-07,True,"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",233,3737,82,21017,0.021942734814021942,0.351931330472103,query_1,"['GO:0000278', 'GO:0007346', 'GO:0045786']"
GO:BP,GO:0060322,head development,4.615079315893727e-07,True,"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]",789,3737,210,21017,0.0561948086700562,0.2661596958174905,query_1,['GO:0048856']
GO:BP,GO:0097485,neuron projection guidance,4.93759194643135e-07,True,"""The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]",247,3737,85,21017,0.022745517795022745,0.3441295546558704,query_1,"['GO:0031175', 'GO:0048812']"
GO:BP,GO:0007411,axon guidance,4.93759194643135e-07,True,"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]",247,3737,85,21017,0.022745517795022745,0.3441295546558704,query_1,"['GO:0007409', 'GO:0097485']"
GO:BP,GO:0048285,organelle fission,5.03604031944327e-07,True,"""The creation of two or more organelles by division of one organelle."" [GOC:jid]",498,3737,145,21017,0.0388011774150388,0.29116465863453816,query_1,['GO:0006996']
GO:BP,GO:1905818,regulation of chromosome separation,5.537357034655001e-07,True,"""Any process that modulates the frequency, rate or extent of chromosome separation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]",74,3737,37,21017,0.009900990099009901,0.5,query_1,"['GO:0051304', 'GO:0051983']"
GO:BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,5.765342034991278e-07,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",182,3737,68,21017,0.018196414236018196,0.37362637362637363,query_1,"['GO:0044772', 'GO:0045930', 'GO:1901988', 'GO:1901990']"
GO:BP,GO:0000819,sister chromatid segregation,5.870870937873312e-07,True,"""The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."" [GOC:ai, GOC:elh]",232,3737,81,21017,0.021675140487021675,0.34913793103448276,query_1,"['GO:0051276', 'GO:0098813']"
GO:BP,GO:0003008,system process,6.039329902290836e-07,True,"""A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."" [GOC:mtg_cardio]",2266,3737,513,21017,0.13727588975113728,0.2263901147396293,query_1,['GO:0032501']
GO:BP,GO:0051304,chromosome separation,7.7325798925265e-07,True,"""The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II)."" [GOC:ai, GOC:lb, GOC:mah, GOC:mtg_cell_cycle, PMID:20352243]",81,3737,39,21017,0.010436178753010436,0.48148148148148145,query_1,"['GO:0007059', 'GO:0022402']"
GO:BP,GO:0071495,cellular response to endogenous stimulus,9.717229379520752e-07,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]",1215,3737,299,21017,0.08001070377308,0.24609053497942388,query_1,['GO:0009719']
GO:BP,GO:0035239,tube morphogenesis,1.2938350822976116e-06,True,"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]",872,3737,226,21017,0.06047631790206048,0.2591743119266055,query_1,"['GO:0009653', 'GO:0035295']"
GO:BP,GO:0021700,developmental maturation,1.8121970956015195e-06,True,"""A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure, cell or cellular component to attain its fully functional state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]",343,3737,107,21017,0.02863259298902863,0.3119533527696793,query_1,['GO:0032502']
GO:BP,GO:1903522,regulation of blood circulation,1.9070250298258416e-06,True,"""Any process that modulates the frequency, rate or extent of blood circulation."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:10659969]",253,3737,85,21017,0.022745517795022745,0.3359683794466403,query_1,"['GO:0008015', 'GO:0044057']"
GO:BP,GO:0001666,response to hypoxia,2.0029923092336884e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]",302,3737,97,21017,0.025956649719025955,0.3211920529801324,query_1,"['GO:0006950', 'GO:0036293']"
KEGG,KEGG:04110,Cell cycle,2.011587212732714e-06,True,Cell cycle,157,1750,63,8484,0.036,0.4012738853503185,query_1,['KEGG:00000']
GO:BP,GO:0048646,anatomical structure formation involved in morphogenesis,2.3017034142856684e-06,True,"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]",1181,3737,290,21017,0.0776023548300776,0.2455546147332769,query_1,"['GO:0009653', 'GO:0032502']"
GO:BP,GO:0070482,response to oxygen levels,2.6102711187037186e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]",345,3737,107,21017,0.02863259298902863,0.3101449275362319,query_1,['GO:0009628']
REAC,REAC:R-HSA-5663220,RHO GTPases Activate Formins,2.6752337912348785e-06,True,RHO GTPases Activate Formins,136,2256,58,10916,0.025709219858156027,0.4264705882352941,query_1,['REAC:R-HSA-195258']
GO:BP,GO:0042592,homeostatic process,2.7073749080183206e-06,True,"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]",1711,3737,398,21017,0.10650254214610651,0.2326125073056692,query_1,['GO:0008150']
GO:BP,GO:0036293,response to decreased oxygen levels,2.729355314392657e-06,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]",316,3737,100,21017,0.02675943270002676,0.31645569620253167,query_1,['GO:0070482']
GO:BP,GO:0007423,sensory organ development,2.741973349929326e-06,True,"""The process whose specific outcome is the progression of sensory organs over time, from its formation to the mature structure."" [GOC:go_curators]",612,3737,168,21017,0.04495584693604496,0.27450980392156865,query_1,['GO:0048513']
GO:BP,GO:0007088,regulation of mitotic nuclear division,2.935429007265902e-06,True,"""Any process that modulates the frequency, rate or extent of mitosis."" [GOC:go_curators]",118,3737,49,21017,0.013112122023013113,0.4152542372881356,query_1,"['GO:0007346', 'GO:0010564', 'GO:0051783', 'GO:0140014']"
GO:BP,GO:0040007,growth,3.062767469269559e-06,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]",941,3737,239,21017,0.06395504415306395,0.25398512221041447,query_1,['GO:0008150']
GO:BP,GO:0048729,tissue morphogenesis,3.1252028641171328e-06,True,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",613,3737,168,21017,0.04495584693604496,0.2740619902120718,query_1,"['GO:0009653', 'GO:0009888']"
GO:BP,GO:0051983,regulation of chromosome segregation,3.2931833941620185e-06,True,"""Any process that modulates the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]",129,3737,52,21017,0.013914905004013914,0.40310077519379844,query_1,"['GO:0007059', 'GO:0010564']"
GO:BP,GO:0006836,neurotransmitter transport,3.382616565713024e-06,True,"""The directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Neurotransmitters are any chemical substance that is capable of transmitting (or inhibiting the transmission of) a nerve impulse from a neuron to another cell."" [GOC:ai]",208,3737,73,21017,0.019534385871019536,0.35096153846153844,query_1,['GO:0006810']
GO:BP,GO:0009967,positive regulation of signal transduction,3.520243248022327e-06,True,"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]",1566,3737,368,21017,0.09847471233609847,0.23499361430395913,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']"
GO:BP,GO:0010001,glial cell differentiation,3.6166699158835166e-06,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."" [GOC:go_curators, GOC:mtg_sensu]",260,3737,86,21017,0.023013112122023012,0.33076923076923076,query_1,"['GO:0030154', 'GO:0042063']"
GO:BP,GO:0048762,mesenchymal cell differentiation,3.689251680894714e-06,True,"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [GOC:dph, GOC:jid]",248,3737,83,21017,0.02221032914102221,0.3346774193548387,query_1,"['GO:0030154', 'GO:0060485']"
GO:BP,GO:0051276,chromosome organization,3.762417504952114e-06,True,"""A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",628,3737,171,21017,0.04575862991704576,0.27229299363057324,query_1,['GO:0006996']
GO:BP,GO:0072359,circulatory system development,3.965818169123722e-06,True,"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]",1134,3737,279,21017,0.07465881723307466,0.24603174603174602,query_1,['GO:0048731']
GO:BP,GO:0009968,negative regulation of signal transduction,4.6323990529708305e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]",1300,3737,313,21017,0.08375702435108376,0.24076923076923076,query_1,"['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']"
GO:BP,GO:0051310,metaphase chromosome alignment,4.8254504898937384e-06,True,"""A chromosome localization process whereby chromosomes are positioned in a specific order and orientation at the metaphase plate (spindle equator), during chromosome segregation. This alignment ensures that each daughter cell will receive the correct number of chromosomes during cell division."" [GOC:vw]",102,3737,44,21017,0.011774150388011774,0.43137254901960786,query_1,"['GO:0051303', 'GO:0098813']"
GO:BP,GO:2000026,regulation of multicellular organismal development,4.956807884846687e-06,True,"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]",1413,3737,336,21017,0.08991169387208992,0.23779193205944799,query_1,"['GO:0007275', 'GO:0050793', 'GO:0051239']"
GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,5.278204549333504e-06,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3349,3737,717,21017,0.19186513245919187,0.21409375933114363,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:0032412,regulation of monoatomic ion transmembrane transporter activity,5.948395016702229e-06,True,"""Any process that modulates the activity of an ion transporter."" [GOC:mah, GOC:tb]",187,3737,67,21017,0.01792881990901793,0.3582887700534759,query_1,['GO:0022898']
GO:BP,GO:0043269,regulation of monoatomic ion transport,6.285418372131301e-06,True,"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",449,3737,130,21017,0.034787262510034785,0.289532293986637,query_1,"['GO:0006811', 'GO:0051049']"
GO:BP,GO:0044057,regulation of system process,6.397480479365703e-06,True,"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]",542,3737,151,21017,0.04040674337704041,0.2785977859778598,query_1,"['GO:0003008', 'GO:0051239']"
REAC,REAC:R-HSA-2500257,Resolution of Sister Chromatid Cohesion,8.021198573103258e-06,True,Resolution of Sister Chromatid Cohesion,123,2256,53,10916,0.02349290780141844,0.43089430894308944,query_1,['REAC:R-HSA-68877']
GO:BP,GO:0034762,regulation of transmembrane transport,8.190833108975224e-06,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other."" [GOC:mah]",442,3737,128,21017,0.03425207385603425,0.2895927601809955,query_1,"['GO:0050794', 'GO:0051049', 'GO:0055085']"
GO:BP,GO:0007264,small GTPase-mediated signal transduction,8.562979695581227e-06,True,"""An intracellular signaling cassette in which a small monomeric GTPase relays a signal."" [GOC:mah]",504,3737,142,21017,0.037998394434038,0.28174603174603174,query_1,['GO:0141124']
GO:BP,GO:0048585,negative regulation of response to stimulus,9.476149603439216e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",1663,3737,385,21017,0.10302381589510302,0.23150932050511125,query_1,"['GO:0048519', 'GO:0048583', 'GO:0050896']"
GO:BP,GO:0033043,regulation of organelle organization,9.778857863486311e-06,True,"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]",1139,3737,278,21017,0.07439122290607439,0.2440737489025461,query_1,"['GO:0006996', 'GO:0051128']"
GO:BP,GO:0051240,positive regulation of multicellular organismal process,1.0118128100232604e-05,True,"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]",1644,3737,381,21017,0.10195343858710196,0.23175182481751824,query_1,"['GO:0032501', 'GO:0048518', 'GO:0051239']"
GO:BP,GO:0050790,regulation of catalytic activity,1.0475137781996145e-05,True,"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]",1015,3737,252,21017,0.06743377040406744,0.2482758620689655,query_1,['GO:0065009']
GO:BP,GO:0031399,regulation of protein modification process,1.2640900761633394e-05,True,"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",1166,3737,283,21017,0.07572919454107573,0.24271012006861065,query_1,"['GO:0036211', 'GO:0051246']"
GO:BP,GO:0051640,organelle localization,1.2658227916561429e-05,True,"""Any process in which an organelle is transported to, and/or maintained in, a specific location."" [GOC:ai]",624,3737,168,21017,0.04495584693604496,0.2692307692307692,query_1,['GO:0051179']
GO:BP,GO:0007420,brain development,1.2711331439554666e-05,True,"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]",739,3737,193,21017,0.05164570511105165,0.26116373477672533,query_1,"['GO:0007417', 'GO:0048513', 'GO:0060322']"
GO:BP,GO:0060485,mesenchyme development,1.2874416584951977e-05,True,"""The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:dph]",316,3737,98,21017,0.026224244046026225,0.310126582278481,query_1,"['GO:0009888', 'GO:0048513']"
GO:BP,GO:0006950,response to stress,1.3873793220974663e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3876,3737,814,21017,0.21782178217821782,0.21001031991744065,query_1,['GO:0050896']
REAC,REAC:R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,1.4387944448018383e-05,True,EML4 and NUDC in mitotic spindle formation,115,2256,50,10916,0.022163120567375887,0.43478260869565216,query_1,['REAC:R-HSA-68877']
GO:BP,GO:0008015,blood circulation,1.4959135634517352e-05,True,"""The flow of blood through the body of an animal, enabling the transport of nutrients to the tissues and the removal of waste products."" [GOC:mtg_heart, ISBN:0192800825]",508,3737,142,21017,0.037998394434038,0.2795275590551181,query_1,['GO:0003013']
GO:BP,GO:0051649,establishment of localization in cell,1.6201166934277582e-05,True,"""Any process, occurring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos, GOC:dph, GOC:tb]",1976,3737,446,21017,0.11934706984211935,0.2257085020242915,query_1,"['GO:0051234', 'GO:0051641']"
GO:BP,GO:0010965,regulation of mitotic sister chromatid separation,1.6297254159713373e-05,True,"""Any process that modulates the frequency, rate or extent of mitotic sister chromatid separation. Mitotic sister chromatid separation is the process in which sister chromatids are physically detached from each other during mitosis."" [GOC:dph, GOC:tb]",59,3737,30,21017,0.008027829810008028,0.5084745762711864,query_1,"['GO:0051306', 'GO:1905818']"
GO:BP,GO:0022898,regulation of transmembrane transporter activity,1.6345070510086187e-05,True,"""Any process that modulates the frequency, rate or extent of transmembrane transporter activity."" [GOC:dph, GOC:mtg_cardio, GOC:mtg_transport]",195,3737,68,21017,0.018196414236018196,0.3487179487179487,query_1,"['GO:0032409', 'GO:0034762']"
