,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
80,GO:BP,GO:0120036,plasma membrane bounded cell projection organization,1.514656776749356e-10,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]",1572,4718,475,21017,0.1006782534972446,0.30216284987277353,query_1,['GO:0030030']
81,GO:BP,GO:1901990,regulation of mitotic cell cycle phase transition,1.6174461682806394e-10,True,"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",333,4718,135,21017,0.028613819415006358,0.40540540540540543,query_1,"['GO:0007346', 'GO:0044772', 'GO:1901987']"
82,GO:BP,GO:0006793,phosphorus metabolic process,1.7160162471665554e-10,True,"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus."" [GOC:ai]",2553,4718,723,21017,0.1532428995337007,0.28319623971797886,query_1,['GO:0008152']
83,GO:BP,GO:0006351,DNA-templated transcription,1.732747959845135e-10,True,"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]",3559,4718,970,21017,0.2055955913522679,0.272548468670975,query_1,"['GO:0010467', 'GO:0032774']"
84,GO:BP,GO:0010948,negative regulation of cell cycle process,1.736492685478772e-10,True,"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",301,4718,125,21017,0.026494277236116998,0.4152823920265781,query_1,"['GO:0010564', 'GO:0022402', 'GO:0045786']"
85,GO:BP,GO:0000819,sister chromatid segregation,1.770197814320484e-10,True,"""The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."" [GOC:ai, GOC:elh]",232,4718,103,21017,0.021831284442560408,0.44396551724137934,query_1,"['GO:0051276', 'GO:0098813']"
86,GO:BP,GO:0006796,phosphate-containing compound metabolic process,2.7031702835177677e-10,True,"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]",2550,4718,721,21017,0.15281899109792285,0.28274509803921566,query_1,['GO:0006793']
87,GO:BP,GO:0006355,regulation of DNA-templated transcription,3.1522824437172323e-10,True,"""Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]",3435,4718,938,21017,0.19881305637982197,0.2730713245997089,query_1,"['GO:0006351', 'GO:0010468', 'GO:2001141']"
88,GO:BP,GO:0140014,mitotic nuclear division,3.434005012554684e-10,True,"""A mitotic cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell."" [ISBN:0198547684]",281,4718,118,21017,0.025010597710894446,0.4199288256227758,query_1,"['GO:0000280', 'GO:1903047']"
89,GO:BP,GO:2001141,regulation of RNA biosynthetic process,5.283657318577535e-10,True,"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]",3454,4718,941,21017,0.19944891903348877,0.27243775332947306,query_1,"['GO:0010556', 'GO:0032774', 'GO:0051252']"
90,GO:BP,GO:0000075,cell cycle checkpoint signaling,6.092398635119312e-10,True,"""A signaling process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction."" [GOC:mtg_cell_cycle]",196,4718,90,21017,0.01907587961000424,0.45918367346938777,query_1,"['GO:0035556', 'GO:1901988']"
91,GO:BP,GO:1901988,negative regulation of cell cycle phase transition,9.379384326212173e-10,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",259,4718,110,21017,0.02331496396778296,0.4247104247104247,query_1,"['GO:0010948', 'GO:0044770', 'GO:1901987']"
92,GO:BP,GO:0009790,embryo development,1.2056715897836899e-09,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",1130,4718,355,21017,0.07524374735057228,0.3141592920353982,query_1,['GO:0007275']
93,GO:BP,GO:0009893,positive regulation of metabolic process,1.3497489975441429e-09,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",3648,4718,985,21017,0.20877490462060194,0.2700109649122807,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048522']"
94,GO:BP,GO:0045786,negative regulation of cell cycle,1.4872586814271393e-09,True,"""Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",388,4718,149,21017,0.031581178465451464,0.38402061855670105,query_1,"['GO:0007049', 'GO:0048523', 'GO:0051726']"
95,GO:BP,GO:0019222,regulation of metabolic process,1.942092222979308e-09,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",7076,4718,1792,21017,0.3798219584569733,0.2532504239683437,query_1,"['GO:0008152', 'GO:0050794']"
96,GO:BP,GO:0034220,monoatomic ion transmembrane transport,1.952471258308946e-09,True,"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]",1017,4718,324,21017,0.06867316659601526,0.3185840707964602,query_1,"['GO:0006811', 'GO:0055085']"
97,GO:BP,GO:0000070,mitotic sister chromatid segregation,2.635883518841385e-09,True,"""The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the mitotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner. One homolog of each morphologic type goes into each of the resulting chromosome sets."" [GOC:ai, GOC:jl]",191,4718,87,21017,0.01844001695633743,0.45549738219895286,query_1,"['GO:0000819', 'GO:0140014', 'GO:1903047']"
98,GO:BP,GO:0016310,phosphorylation,2.8674498263320276e-09,True,"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]",1575,4718,469,21017,0.09940652818991098,0.29777777777777775,query_1,['GO:0006796']
99,GO:BP,GO:0061061,muscle structure development,3.699397829421219e-09,True,"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]",679,4718,231,21017,0.04896142433234421,0.3402061855670103,query_1,['GO:0048856']
100,GO:BP,GO:0051129,negative regulation of cellular component organization,3.846224187147626e-09,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]",719,4718,242,21017,0.05129292072912251,0.33657858136300417,query_1,"['GO:0016043', 'GO:0048523', 'GO:0051128']"
101,GO:BP,GO:0006950,response to stress,4.4073007398635965e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",3876,4718,1036,21017,0.2195845697329377,0.2672858617131063,query_1,['GO:0050896']
102,GO:BP,GO:0045930,negative regulation of mitotic cell cycle,5.058793813870043e-09,True,"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",233,4718,100,21017,0.0211954217888936,0.4291845493562232,query_1,"['GO:0000278', 'GO:0007346', 'GO:0045786']"
103,GO:BP,GO:0098813,nuclear chromosome segregation,5.262117942992355e-09,True,"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]",320,4718,127,21017,0.02691818567189487,0.396875,query_1,['GO:0007059']
104,GO:BP,GO:0006811,monoatomic ion transport,5.38636741389188e-09,True,"""The directed movement of a monoatomic ion into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]",1256,4718,385,21017,0.08160237388724036,0.3065286624203822,query_1,['GO:0006810']
105,GO:BP,GO:0006366,transcription by RNA polymerase II,5.394976881918303e-09,True,"""The synthesis of RNA from a DNA template by RNA polymerase II (RNAP II), originating at an RNA polymerase II promoter. Includes transcription of messenger RNA (mRNA) and certain small nuclear RNAs (snRNAs)."" [GOC:jl, GOC:txnOH, ISBN:0321000382]",2698,4718,749,21017,0.15875370919881307,0.2776130467012602,query_1,['GO:0006351']
106,GO:BP,GO:0098655,monoatomic cation transmembrane transport,6.404730381359908e-09,True,"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]",832,4718,272,21017,0.05765154726579059,0.3269230769230769,query_1,"['GO:0006812', 'GO:0034220']"
107,GO:BP,GO:0007093,mitotic cell cycle checkpoint signaling,6.652633588367868e-09,True,"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]",146,4718,71,21017,0.015048749470114454,0.4863013698630137,query_1,"['GO:0000075', 'GO:0045930', 'GO:1903047']"
108,GO:BP,GO:0007017,microtubule-based process,7.089842803373199e-09,True,"""Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins."" [GOC:mah]",959,4718,306,21017,0.06485799067401442,0.31908237747653806,query_1,['GO:0009987']
109,GO:BP,GO:1901991,negative regulation of mitotic cell cycle phase transition,7.981879184859203e-09,True,"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",182,4718,83,21017,0.017592200084781687,0.45604395604395603,query_1,"['GO:0044772', 'GO:0045930', 'GO:1901988', 'GO:1901990']"
110,GO:BP,GO:0042391,regulation of membrane potential,8.321001026935665e-09,True,"""Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:jl, GOC:mtg_cardio, GOC:tb, ISBN:0198506732]",433,4718,160,21017,0.03391267486222976,0.3695150115473441,query_1,['GO:0065008']
111,GO:BP,GO:0008283,cell population proliferation,9.979450399807665e-09,True,"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]",2009,4718,576,21017,0.12208562950402713,0.2867098058735689,query_1,['GO:0009987']
112,GO:BP,GO:0007166,cell surface receptor signaling pathway,1.3553159268411104e-08,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor located on the cell surface. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:signaling]",2803,4718,772,21017,0.16362865621025857,0.2754191937210132,query_1,['GO:0007165']
113,GO:BP,GO:0030001,metal ion transport,1.530488508391772e-08,True,"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",875,4718,282,21017,0.05977108944467995,0.3222857142857143,query_1,['GO:0006812']
114,GO:BP,GO:0000280,nuclear division,1.632449299911033e-08,True,"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]",450,4718,164,21017,0.0347604917337855,0.36444444444444446,query_1,['GO:0048285']
115,GO:BP,GO:0006357,regulation of transcription by RNA polymerase II,2.0210469968868652e-08,True,"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II."" [GOC:go_curators, GOC:txnOH]",2572,4718,714,21017,0.1513353115727003,0.2776049766718507,query_1,"['GO:0006355', 'GO:0006366']"
116,GO:BP,GO:0051983,regulation of chromosome segregation,2.5503368955806663e-08,True,"""Any process that modulates the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]",129,4718,64,21017,0.013565069944891903,0.49612403100775193,query_1,"['GO:0007059', 'GO:0010564']"
117,GO:BP,GO:0023057,negative regulation of signaling,5.121634693969697e-08,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1407,4718,419,21017,0.08880881729546418,0.2977967306325515,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048519']"
118,GO:BP,GO:0048285,organelle fission,5.425275366530982e-08,True,"""The creation of two or more organelles by division of one organelle."" [GOC:jid]",498,4718,176,21017,0.03730394234845273,0.3534136546184739,query_1,['GO:0006996']
119,GO:BP,GO:0006812,monoatomic cation transport,6.258388250689185e-08,True,"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]",1032,4718,321,21017,0.06803730394234846,0.311046511627907,query_1,['GO:0006811']
120,GO:BP,GO:0098662,inorganic cation transmembrane transport,6.64670687696208e-08,True,"""A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]",811,4718,262,21017,0.05553200508690123,0.32305795314426633,query_1,['GO:0098660']
121,GO:BP,GO:0034330,cell junction organization,7.463547599186999e-08,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix."" [GOC:dph, GOC:jl, GOC:mah]",760,4718,248,21017,0.05256464603645612,0.3263157894736842,query_1,['GO:0016043']
122,GO:BP,GO:0010648,negative regulation of cell communication,7.779834650414827e-08,True,"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1407,4718,418,21017,0.08859686307757525,0.2970859985785359,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048523']"
123,GO:BP,GO:0000902,cell morphogenesis,9.446800498784336e-08,True,"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]",986,4718,308,21017,0.06528189910979229,0.31237322515212984,query_1,['GO:0009653']
124,GO:BP,GO:0061564,axon development,9.843091203840561e-08,True,"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]",526,4718,183,21017,0.038787621873675286,0.34790874524714827,query_1,['GO:0031175']
125,GO:BP,GO:0141124,intracellular signaling cassette,1.0486281674653274e-07,True,"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]",1895,4718,541,21017,0.11466723187791437,0.2854881266490765,query_1,['GO:0035556']
126,GO:BP,GO:0010604,positive regulation of macromolecule metabolic process,1.0921092853301846e-07,True,"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",3349,4718,898,21017,0.1903348876642645,0.26813974320692746,query_1,"['GO:0009893', 'GO:0043170', 'GO:0060255']"
127,GO:BP,GO:0051052,regulation of DNA metabolic process,1.2789517574926281e-07,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]",492,4718,173,21017,0.03666807969478593,0.3516260162601626,query_1,"['GO:0006259', 'GO:0019219', 'GO:0060255']"
128,GO:BP,GO:0006281,DNA repair,1.2802810677284011e-07,True,"""The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [PMID:11563486]",610,4718,206,21017,0.043662568885120816,0.3377049180327869,query_1,"['GO:0006259', 'GO:0006974']"
129,GO:BP,GO:0006468,protein phosphorylation,1.8224114405717985e-07,True,"""The process of introducing a phosphate group on to a protein."" [GOC:hb]",1341,4718,399,21017,0.08456973293768547,0.2975391498881432,query_1,"['GO:0016310', 'GO:0036211']"
130,GO:BP,GO:0007417,central nervous system development,2.1137999420876915e-07,True,"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]",1038,4718,320,21017,0.06782534972445951,0.30828516377649323,query_1,"['GO:0007399', 'GO:0048731']"
131,GO:BP,GO:0051640,organelle localization,2.1296106681709835e-07,True,"""Any process in which an organelle is transported to, and/or maintained in, a specific location."" [GOC:ai]",624,4718,209,21017,0.044298431538787625,0.3349358974358974,query_1,['GO:0051179']
132,GO:BP,GO:1902531,regulation of intracellular signal transduction,2.168328261044155e-07,True,"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",1935,4718,549,21017,0.11636286562102585,0.2837209302325581,query_1,"['GO:0009966', 'GO:0035556']"
133,GO:BP,GO:0036211,protein modification process,2.342870773233471e-07,True,"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]",2947,4718,798,21017,0.16913946587537093,0.27078384798099764,query_1,"['GO:0019538', 'GO:0043412']"
134,GO:BP,GO:0098660,inorganic ion transmembrane transport,2.523876031288049e-07,True,"""The process in which an inorganic ion is transported across a membrane."" [GOC:mah]",903,4718,284,21017,0.06019499788045782,0.31450719822812845,query_1,['GO:0055085']
135,GO:BP,GO:0043412,macromolecule modification,3.289580481874142e-07,True,"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]",3129,4718,841,21017,0.17825349724459516,0.26877596676254395,query_1,['GO:0043170']
136,GO:BP,GO:1905818,regulation of chromosome separation,3.899843293591718e-07,True,"""Any process that modulates the frequency, rate or extent of chromosome separation."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:21795393]",74,4718,42,21017,0.008902077151335312,0.5675675675675675,query_1,"['GO:0051304', 'GO:0051983']"
137,GO:BP,GO:0007610,behavior,4.303566046453193e-07,True,"""The internally coordinated responses (actions or inactions) of animals (individuals or groups) to internal or external stimuli, via a mechanism that involves nervous system activity."" [GOC:ems, GOC:jl, ISBN:0395448956, PMID:20160973]",665,4718,219,21017,0.04641797371767698,0.3293233082706767,query_1,['GO:0032501']
138,GO:BP,GO:0071840,cellular component organization or biogenesis,5.112171541697417e-07,True,"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]",8323,4718,2054,21017,0.4353539635438745,0.24678601465817615,query_1,['GO:0009987']
139,REAC,REAC:R-HSA-69620,Cell Cycle Checkpoints,5.171627519229887e-07,True,Cell Cycle Checkpoints,289,2932,125,10916,0.04263301500682128,0.43252595155709345,query_1,['REAC:R-HSA-1640170']
140,GO:BP,GO:0019538,protein metabolic process,5.381890708195547e-07,True,"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]",4813,4718,1241,21017,0.26303518440016954,0.25784334095158945,query_1,"['GO:0043170', 'GO:0044238']"
141,GO:BP,GO:0060255,regulation of macromolecule metabolic process,5.497824636661092e-07,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",6535,4718,1643,21017,0.3482407799915218,0.25141545524100994,query_1,"['GO:0019222', 'GO:0043170']"
142,GO:BP,GO:0060322,head development,5.641969898776185e-07,True,"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]",789,4718,252,21017,0.05341246290801187,0.3193916349809886,query_1,['GO:0048856']
143,GO:BP,GO:0050804,modulation of chemical synaptic transmission,6.167286339753249e-07,True,"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]",490,4718,170,21017,0.03603221704111912,0.3469387755102041,query_1,"['GO:0007268', 'GO:0099177']"
144,GO:BP,GO:0006261,DNA-templated DNA replication,6.319964160933873e-07,True,"""A DNA replication process that uses parental DNA as a template for the DNA-dependent DNA polymerases that synthesize the new strands."" [GOC:mah, ISBN:0198506732]",161,4718,72,21017,0.01526070368800339,0.4472049689440994,query_1,['GO:0006260']
145,GO:BP,GO:0040007,growth,6.801988353258246e-07,True,"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]",941,4718,292,21017,0.06189063162356931,0.310308182784272,query_1,['GO:0008150']
146,GO:BP,GO:0099177,regulation of trans-synaptic signaling,7.369120155784922e-07,True,"""Any process that modulates the frequency, rate or extent of trans-synaptic signaling."" [GOC:dos]",491,4718,170,21017,0.03603221704111912,0.34623217922606925,query_1,"['GO:0010646', 'GO:0023051', 'GO:0099537']"
147,GO:BP,GO:0045935,positive regulation of nucleobase-containing compound metabolic process,7.736455543062664e-07,True,"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",2038,4718,571,21017,0.12102585841458245,0.2801766437684004,query_1,"['GO:0006139', 'GO:0009893', 'GO:0019219']"
148,GO:BP,GO:0010647,positive regulation of cell communication,8.840407528859677e-07,True,"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]",1783,4718,507,21017,0.10746078846969055,0.2843522153673584,query_1,"['GO:0007154', 'GO:0010646', 'GO:0048522']"
149,GO:BP,GO:0044093,positive regulation of molecular function,9.615515528318745e-07,True,"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]",959,4718,296,21017,0.06273844849512505,0.3086548488008342,query_1,['GO:0065009']
150,GO:BP,GO:0051304,chromosome separation,1.0013729976386252e-06,True,"""The cell cycle process in which paired chromosomes are detached from each other. Chromosome separation begins with the release of cohesin complexes from chromosomes; in budding yeast, this includes the cleavage of cohesin complexes along the chromosome arms, followed by the separation of the centromeric regions. Chromosome separation also includes formation of chromatid axes mediated by condensins, and ends with the disentangling of inter-sister catenation catalyzed by topoisomerase II (topo II)."" [GOC:ai, GOC:lb, GOC:mah, GOC:mtg_cell_cycle, PMID:20352243]",81,4718,44,21017,0.009325985587113183,0.5432098765432098,query_1,"['GO:0007059', 'GO:0022402']"
151,GO:BP,GO:0048858,cell projection morphogenesis,1.1090984461597258e-06,True,"""The process in which the anatomical structures of a cell projection are generated and organized."" [GO_REF:0000021]",675,4718,220,21017,0.04662992793556592,0.32592592592592595,query_1,"['GO:0000902', 'GO:0009653', 'GO:0030030']"
152,GO:BP,GO:0051094,positive regulation of developmental process,1.1214020813660766e-06,True,"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",1331,4718,392,21017,0.0830860534124629,0.29451540195341847,query_1,"['GO:0032502', 'GO:0048518', 'GO:0050793']"
153,GO:BP,GO:0045934,negative regulation of nucleobase-containing compound metabolic process,1.1325512079758676e-06,True,"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]",1579,4718,455,21017,0.09643916913946587,0.2881570614312856,query_1,"['GO:0006139', 'GO:0009892', 'GO:0019219']"
154,GO:BP,GO:0048812,neuron projection morphogenesis,1.3062306416389493e-06,True,"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]",654,4718,214,21017,0.0453582026282323,0.327217125382263,query_1,"['GO:0031175', 'GO:0120039']"
155,GO:BP,GO:0033036,macromolecule localization,1.7002803786185581e-06,True,"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]",3211,4718,855,21017,0.18122085629504028,0.26627218934911245,query_1,['GO:0051179']
156,GO:BP,GO:0048585,negative regulation of response to stimulus,1.7371342965570389e-06,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",1663,4718,475,21017,0.1006782534972446,0.285628382441371,query_1,"['GO:0048519', 'GO:0048583', 'GO:0050896']"
157,GO:BP,GO:0007409,axonogenesis,1.8073546346348838e-06,True,"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]",464,4718,161,21017,0.03412462908011869,0.34698275862068967,query_1,"['GO:0048667', 'GO:0048812', 'GO:0061564']"
158,GO:BP,GO:0023056,positive regulation of signaling,1.956194207241366e-06,True,"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1784,4718,505,21017,0.10703688003391268,0.2830717488789238,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048518']"
159,GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,2.1707579337380493e-06,True,"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]",595,4718,197,21017,0.04175498092412039,0.3310924369747899,query_1,"['GO:0000902', 'GO:0048666']"
160,GO:BP,GO:0048598,embryonic morphogenesis,2.1818557670135783e-06,True,"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]",617,4718,203,21017,0.04302670623145401,0.32901134521880065,query_1,"['GO:0009653', 'GO:0009790']"
161,GO:BP,GO:0140694,membraneless organelle assembly,2.4229627677092457e-06,True,"""The aggregation, arrangement and bonding together of a set of components to form a non-membrane-bounded organelle."" [PMID:28225081]",402,4718,143,21017,0.030309453158117845,0.35572139303482586,query_1,['GO:0070925']
